administration,nom,prenom,civilite,grade,fonction,categorie,type_organisme,code_insee_commune
Direction du cabinet de la sécurité intérieure et de la protection civile (DCSIPC) - Essonne,,,,,Chef du bureau de la représentation de l'Etat et de la communication interministérielle (BRECI),SIL,"Préfecture, sous-préfecture",91228
Direction du cabinet de la sécurité intérieure et de la protection civile (DCSIPC) - Essonne,,,,,Cheffe du bureau de la défense et de la protection civile (BDPC),SIL,"Préfecture, sous-préfecture",91228
Délégation militaire départementale (DMD) - Seine-et-Marne,GARBAN,Jean-Louis,M.,lieutenant-colonel,Délégué militaire départemental,SIL,Service déconcentré,77288
Service sécurité des transports et des véhicules,,,,,Chef de service,SIL,Service déconcentré,75115
Service sécurité des transports et des véhicules,ESCARGUEIL-RAYNAUD,Marion,Mme,,Cheffe du Département sécurité des transports fluviaux,SIL,Service déconcentré,75115
Service sécurité des transports et des véhicules,ALBERTI,René,M.,,"Chef du Département sécurité, éducation et circulation routières",SIL,Service déconcentré,75115
Service sécurité des transports et des véhicules,MÉAR,Ronan,M.,,Chef du Département régulation des transports routiers,SIL,Service déconcentré,75115
Service sécurité des transports et des véhicules,SCHOEFFNER,Yves,M.,,Chef du Département homologation et surveillance des véhicules,SIL,Service déconcentré,75115
Direction régionale aux droits des femmes et à l'égalité (DRDFE) - Occitanie,ESCASSUT,Nicole,Mme,,Directrice régionale,SIL,"Préfecture, sous-préfecture",31555
Direction régionale aux droits des femmes et à l'égalité (DRDFE) - Occitanie,MOURATILLE,Fanny,Mme,,Directrice régionale déléguée,SIL,"Préfecture, sous-préfecture",31555
Direction régionale des finances publiques (DRFIP) - Pays de la Loire et département de la Loire-Atlantique,GIRAULT,Claude,M.,administrateur de l'État,Directeur régional,SIL,Service déconcentré,44109
Direction de la citoyenneté et de la légalité - Saint-Pierre-et-Miquelon,TANGUY,Morgane,Mme,,Directrice,SIL,"Préfecture, sous-préfecture",97502
"Direction régionale de l'environnement, de l'aménagement et du logement (Dréal) Bourgogne-Franche-Comté - Unité interdépartementale Doubs, Haute-Saône et Territoire-de-Belfort",NASS,Franck,M.,,Chef de l'unité interdépartementale,SIL,Service déconcentré,90010
"Direction régionale de l'environnement, de l'aménagement et du logement (Dréal) Bourgogne-Franche-Comté - Unité interdépartementale Doubs, Haute-Saône et Territoire-de-Belfort",BARTZ,Yvan,M.,,Adjoint,SIL,Service déconcentré,90010
"Direction régionale de l'environnement, de l'aménagement et du logement (Dréal) Bourgogne-Franche-Comté - Unité interdépartementale Doubs, Haute-Saône et Territoire-de-Belfort",MEYNADIER,Valérie,Mme,,Adjointe,SIL,Service déconcentré,90010
Institut national supérieur du professorat et de l'éducation (Inspé) - Académie de Rennes,BONNETON-BOTTÉ,Nathalie,Mme,,Directrice,SIL,Service déconcentré,35238
Préfecture - Haute-Saône,JACOB,Serge,M.,sous-préfet hors classe,Préfet,SIL,"Préfecture, sous-préfecture",70550
Direction de la citoyenneté et de la légalité - Moselle,,,,,Directeur,SIL,"Préfecture, sous-préfecture",57463
Direction de la citoyenneté et de la légalité - Moselle,,,,,"Chef du bureau du contrôle de la légalité, de l'intercommunalité et du conseil aux élus",SIL,"Préfecture, sous-préfecture",57463
Direction de la citoyenneté et de la légalité - Moselle,,,,,Chef du bureau des finances locales,SIL,"Préfecture, sous-préfecture",57463
Direction de la citoyenneté et de la légalité - Moselle,,,,,Chef du bureau de l'urbanisme et des affaires juridiques,SIL,"Préfecture, sous-préfecture",57463
Direction de la citoyenneté et de la légalité - Moselle,,,,,"Chef du bureau des élections, de la réglementation générale et des associations",SIL,"Préfecture, sous-préfecture",57463
France Travail - Direction régionale Guadeloupe,MARIE-ROSE,Fabrice,M.,,Directeur régional de France Travail,SIL,Établissement public,97101
Office national des combattants et victimes de guerre (ONaCVG) - Service départemental - Nouvelle-Calédonie,LEXTRAIT,Jean-Paul,M.,,Directeur,SIL,Service déconcentré,98818
Sous-préfecture - Redon,BLONDEL,Jean-Luc,M.,administrateur de l'État,Sous-préfet,SIL,"Préfecture, sous-préfecture",35236
Sous-préfecture - Redon,DANET,Christophe,M.,,Secrétaire général,SIL,"Préfecture, sous-préfecture",35236
Pôle Stratégie,RITZ,Olivier,M.,,Directeur général adjoint,SIL,Collectivité locale,25056
Pôle Stratégie,LATOUR,Philippe,M.,,Directeur de la prospective et des démarches partenariales,SIL,Collectivité locale,25056
Pôle Stratégie,HUMBERT,Aline,Mme,,Directrice Europe et rayonnement international,SIL,Collectivité locale,25056
Pôle Stratégie,ROUILLER,Philippe,M.,,Déléguée transformation numérique,SIL,Collectivité locale,25056
Pôle Stratégie,BILLET,Muriel,Mme,,Directrice évaluation et performance,SIL,Collectivité locale,25056
Pôle Stratégie,BAFFALIE,Philippe,M.,,Directeur systèmes d'information,SIL,Collectivité locale,25056
Agence régionale de santé (ARS) - Délégation départementale - Manche,BRIDOU,Yoann,M.,,Directeur départemental,SIL,Établissement public,50502
Direction des services départementaux de l'Éducation nationale (DSDEN) - Corse-du-Sud,POGGIOLI,Dominique,M.,,"Directeur académique des services de l'Education nationale, inspecteur d'académie",SIL,Service déconcentré,2A004
Direction des services départementaux de l'Éducation nationale (DSDEN) - Corse-du-Sud,PELLEGRINETTI,Marylène,Mme,,Secrétaire générale,SIL,Service déconcentré,2A004
Gouvernement de Nouvelle-Calédonie,GERMAIN,Philippe,M.,,Président,SIL,Collectivité locale,98818
Archives départementales - Indre-et-Loire,GUEIT-MONTCHAL,Lydiane,Mme,conservatrice générale du patrimoine,Directrice,SIL,Collectivité locale,37261
Direction Ressources fonctionnement et organisation (RFO),VEDEL,Cécile,Mme,,Directrice générale déléguée,SIL,Collectivité locale,31555
Direction Ressources fonctionnement et organisation (RFO),CIVAT,Frédéric,M.,,"Directeur des affaires juridiques, de la commande publique et des assemblées",SIL,Collectivité locale,31555
Direction Ressources fonctionnement et organisation (RFO),CHOMET,Sophie,Mme,,Directrice Administration et pilotage des ressources humaines,SIL,Collectivité locale,31555
Direction Ressources fonctionnement et organisation (RFO),PEYRONEL,Laurence,Mme,,Directrice Qualité de vie au travail et formation,SIL,Collectivité locale,31555
Direction Ressources fonctionnement et organisation (RFO),NGUYEN,Stéphane,M.,,Directeur Europe et action internationale,SIL,Collectivité locale,31555
Direction régionale de l'Insee - Pays de la Loire,,,,,Directeur régional,SIL,Service déconcentré,44109
Direction régionale de l'Insee - Pays de la Loire,GALLOIS,Frédéric,M.,administrateur hors classe de l'INSEE,Chef du service administration des ressources,SIL,Service déconcentré,44109
Direction régionale de l'Insee - Pays de la Loire,GUILLAUME,Emmanuel,M.,administrateur de l'INSEE,Chef du service statistique,SIL,Service déconcentré,44109
Direction régionale de l'Insee - Pays de la Loire,LEGENDRE,Blandine,Mme,"ingénieure de la statistique, de l’économie et de la donnée",Cheffe du service études et diffusion,SIL,Service déconcentré,44109
"Direction générale Achats, commande publique et affaires juridiques",BESOZZI,Laurent,M.,,Directeur général adjoint,SIL,Collectivité locale,13203
"Direction générale Achats, commande publique et affaires juridiques",MARTEL,David,M.,,Directeur des affaires administratives et juridiques,SIL,Collectivité locale,13203
"Direction générale Achats, commande publique et affaires juridiques",VIDAL,Guillaume,M.,,Directeur de la Commande publique et des achats,SIL,Collectivité locale,13203
Délégué départemental à la vie associative (DDVA) - Seine-et-Marne,BOSCUS,Sylvie,Mme,,Déléguée départementale à la vie associative (DDVA),SIL,Service déconcentré,77288
Unité départementale de l'architecture et du patrimoine (UDAP) - Calvados,FOUCAMBERT,David,M.,architecte et urbaniste de l'État,"Chef de service, architecte des bâtiments de France",SIL,Service déconcentré,14118
Groupement de gendarmerie départementale - Indre-et-Loire,FRIEDLING,Thibaud,M.,,Commandant du groupement,SIL,Service déconcentré,37261
Mission de coordination  interministérielle - Haute-Corse,JAUFFRET,Pierre,M.,,Chef de service,SIL,"Préfecture, sous-préfecture",2B033
Conseil départemental - Ardèche,AMRANE,Olivier,M.,,Président,SIL,Collectivité locale,07186
Conseil départemental - Ardèche,POPHILLAT,Dorothée,Mme,,Directrice générale des services (DGS),SIL,Collectivité locale,07186
Conseil départemental - Ardèche,FONTANARAVA,Corinne,Mme,,Directrice de la communication,SIL,Collectivité locale,07186
Conseil départemental - Ardèche,,,,,Directeur général adjoint Ressources,SIL,Collectivité locale,07186
Conseil départemental - Ardèche,POPHILLAT,Dorothée,Mme,,Directrice générale adjointe Attractivité,SIL,Collectivité locale,07186
Conseil départemental - Ardèche,SABATIER,Lucie,Mme,,Directrice générale adjointe Solidarités,SIL,Collectivité locale,07186
Conseil départemental - Ardèche,AUBERT,Philippe,M.,,Directeur général adjoint Infrastractures,SIL,Collectivité locale,07186
Sous-préfecture - Corte,KUPISZ,Thomas,M.,conseiller d'administration,Sous-préfet,SIL,"Préfecture, sous-préfecture",2B096
Sous-préfecture - Corte,NASREDDINE,Laila,Mme,,Secrétaire général,SIL,"Préfecture, sous-préfecture",2B096
"Direction départementale de l'emploi, du travail, des solidarités et de la protection des populations (DDETSPP) - Lot",TOULLIEU,Jean-Marc,M.,inspecteur général de santé publique vétérinaire,Directeur départemental,SIL,Direction départementale interministérielle,46042
"Direction départementale de l'emploi, du travail, des solidarités et de la protection des populations (DDETSPP) - Lot",BERNARD,Jean-Luc,M.,directeur du travail,Directeur départemental adjoint,SIL,Direction départementale interministérielle,46042
"Direction départementale de l'emploi, du travail, des solidarités et de la protection des populations (DDETSPP) - Lot",,,,,Directrice départementale adjointe,SIL,Direction départementale interministérielle,46042
Bureau de coordination stratégique,DULEY,Nathalie,Mme,attachée principale d'administration de l'Etat,Cheffe du bureau,SI,Administration centrale (ou Ministère),
Bureau de coordination stratégique,,,,,"Adjointe, Cheffe du pôle communication",SI,Administration centrale (ou Ministère),
Conseil d'État,GUILLAUME,Marc,M.,conseiller d'État,Vice-président,SI,Institution,
Mission de modernisation et de coordination des systèmes d'information des ressources humaines,DREUX,Sophie,Mme,,Cheffe de la mission,SI,Administration centrale (ou Ministère),
Bureau des rémunérations,TAILLADE,Paul,M.,administrateur de l'État,Chef du bureau,SI,Administration centrale (ou Ministère),
"Bureau Synthèse budgétaire, gestion des finances publiques et des Ressources Humaines",CAGLIARI,Audrey,Mme,attachée principale d'administration de l'Etat,Cheffe du bureau,SI,Administration centrale (ou Ministère),
Bureau des marchés,CATHERINE,Olivier,M.,ingénieur en chef de l'armement,Chef du bureau,SI,Service à compétence nationale,
Région de gendarmerie Pays de la Loire,LE GENTIL,Laurent,M.,général de division,Commandant de région de gendarmerie,SI,Service déconcentré,
Région de gendarmerie Pays de la Loire,MAKARY,Bruno,M.,général de brigade,Commandant en second,SI,Service déconcentré,
"Département Travail, emploi, compétences",GARNER,Hélène,Mme,,Cheffe du département,SI,Administration centrale (ou Ministère),
École nationale de police - Chassieu,TINGRY,Pierre-Jean,M.,commandant divisionnaire fonctionnel,Directeur de l'école,SI,Établissement public,
École nationale de police - Chassieu,FEHRENBACHER,Nathalie,Mme,commandante de police,Adjointe au directeur de l'école,SI,Établissement public,
École nationale de police - Chassieu,ESCOFFIER,Patrick,M.,major responsable d'une unité locale de police (RULP),"Adjoint, chargé du département des formations",SI,Établissement public,
Bureau des statistiques et synthèses sur la mobilité,DAUPHIN,Laurence,Mme,administratrice hors classe de l'INSEE,Cheffe du  bureau,SI,Administration centrale (ou Ministère),
Bureau Protection des personnes,GIVEL,Gaëtan,M.,,Chef du bureau,SI,Administration centrale (ou Ministère),
Département Agréments outils tapis,SION,Christophe,M.,ingénieur des travaux publics de l'Etat hors classe,"Chef du département, directeur adjoint en charge des bureaux et de la normalisation",SI,Service à compétence nationale,
Bureau des personnels maritimes et des corps interministériels,BASTARD,Eloïse,Mme,attachée principale d'administration de l'Etat,Cheffe du bureau,SI,Administration centrale (ou Ministère),
"Collège Jeunesse, sports et vie associative",LAVAURE,Patrick,M.,administrateur de l'État,Responsable du collège,SI,Administration centrale (ou Ministère),
Mission des urgences sanitaires,BELICHON,Sophie,Mme,inspectrice générale de santé publique vétérinaire,Cheffe de la mission,SI,Administration centrale (ou Ministère),
Agence comptable,DOLMAIRE,Hervé,M.,inspecteur des finances publiques,Agent comptable,SI,Établissement public,
Mission Stratégie et méthodes,,,,,Responsable de la mission,SI,Service à compétence nationale,
Sous-direction de la politique immobilière et des services généraux,BYÉ,Joël,M.,architecte et urbaniste en chef de l'État,Sous-directeur,SI,Administration centrale (ou Ministère),
Département des ressources documentaires,PERREAUDIN,Philippe,M.,,Chef du département des ressources documentaires,SI,Établissement public,
Ambassade de France AFGHANISTAN - Kaboul,,,,,Ambassadeur,SI,Ambassade ou mission diplomatique,
Mission de la maîtrise d'ouvrage des systèmes d'information des ressources humaines - DGRH A MMOASIR H,CAMEDESCASSE,Carine,Mme,,Cheffe de la mission,SI,Administration centrale (ou Ministère),
Bureau des personnels administratifs des catégories B et C,LANNUZEL,Isabelle,Mme,attachée d'administration de l'Etat hors classe,Cheffe du bureau,SI,Administration centrale (ou Ministère),
"Bureau du cabinet de la ministre de l’Agriculture, de l'Agro-alimentaire et de la Souveraineté alimentaire",,,,,Chef du bureau,SI,Cabinet ministériel,
"Bureau du cabinet de la ministre de l’Agriculture, de l'Agro-alimentaire et de la Souveraineté alimentaire",,,,,Adjoint,SI,Cabinet ministériel,
Bureau de la gestion statutaire et des rémunérations,BRIEZ,Carole,Mme,"administratrice de l'Éducation nationale, de l'enseignement supérieur et de la recherche",Cheffe du bureau,SI,Administration centrale (ou Ministère),
